"","AFFILIATION","full_tags","tag.number","full.tag.number"
"2591","DANISH BIO - DANSK BIOTEK (Board of Directors) 28436572","Videnskab",2,2
"2592","DANISH BIO - DANSK BIOTEK (Board of Directors) 28436572","Naturvidenskab",2,3
"2593","DANISH BIO - DANSK BIOTEK (Board of Directors) 28436572","Stat",3,1
"2594","DANISH BIO - DANSK BIOTEK (Board of Directors) 28436572","Politik",3,2
"2595","DANISH BIO - DANSK BIOTEK (Board of Directors) 28436572","Interesseorganisationer",3,3
"2596","DANISH BIO - DANSK BIOTEK (Board of Directors) 28436572","Erhvervsorganisationer",3,4
"2597","Property and Investment Denmark S/I 40073876","Erhvervsliv",1,1
"2598","Property and Investment Denmark S/I 40073876","Finans",1,2
"2599","Property and Investment Denmark S/I 40073876","Investering",1,3
"2600","Property and Investment Denmark S/I 40073876","Erhvervsliv",2,1
"2601","Property and Investment Denmark S/I 40073876","Industri",2,2
"2602","Property and Investment Denmark S/I 40073876","Byggeri",2,3
"2603","Dansk Botanisk Forening (Bestyrelse) 20538228","Stat",1,1
"2604","Dansk Botanisk Forening (Bestyrelse) 20538228","Politik",1,2
"2605","Dansk Botanisk Forening (Bestyrelse) 20538228","Interesseorganisationer",1,3
"2606","Metal Midt-Vestsjælland 11445519","Erhvervsliv",1,1
"2607","Metal Midt-Vestsjælland 11445519","Industri",1,2
"2608","Metal Midt-Vestsjælland 11445519","Stat",2,1
"2609","Metal Midt-Vestsjælland 11445519","Politik",2,2
"2610","Metal Midt-Vestsjælland 11445519","Interesseorganisationer",2,3
"2611","Metal Midt-Vestsjælland 11445519","Erhvervsorganisationer",2,4
"2612","Stats- og Kommunaltansattes Forhandlingsfællesskab 27197191","Mødested",1,1
"2613","Stats- og Kommunaltansattes Forhandlingsfællesskab 27197191","Standsforening",1,2
"2614","Stats- og Kommunaltansattes Forhandlingsfællesskab 27197191","Stat",2,1
"2615","Stats- og Kommunaltansattes Forhandlingsfællesskab 27197191","Politik",2,2
"2616","Stats- og Kommunaltansattes Forhandlingsfællesskab 27197191","Interesseorganisationer",2,3
"2617","Stats- og Kommunaltansattes Forhandlingsfællesskab 27197191","Fagbevægelse",2,4
"2618","Fængselsforbundet (Hovedbestyrelsen) 27318711","Stat",1,1
"2619","Fængselsforbundet (Hovedbestyrelsen) 27318711","Politik",1,2
"2620","Fængselsforbundet (Hovedbestyrelsen) 27318711","Interesseorganisationer",1,3
"2621","Fængselsforbundet (Hovedbestyrelsen) 27318711","Fagbevægelse",1,4
"2622","Dansk Metal Nordvestjylland 18498111","Erhvervsliv",1,1
"2623","Dansk Metal Nordvestjylland 18498111","Industri",1,2
"2624","Dansk Metal Nordvestjylland 18498111","Stat",2,1
"2625","Dansk Metal Nordvestjylland 18498111","Politik",2,2
"2626","Dansk Metal Nordvestjylland 18498111","Interesseorganisationer",2,3
"2627","Dansk Metal Nordvestjylland 18498111","Erhvervsorganisationer",2,4
"2628","Dansk Metalarbejderforbund, Fjordbyerne 15573112","Erhvervsliv",1,1
"2629","Dansk Metalarbejderforbund, Fjordbyerne 15573112","Industri",1,2
"2630","Dansk Metalarbejderforbund, Fjordbyerne 15573112","Stat",2,1
"2631","Dansk Metalarbejderforbund, Fjordbyerne 15573112","Politik",2,2
"2632","Dansk Metalarbejderforbund, Fjordbyerne 15573112","Interesseorganisationer",2,3
"2633","Dansk Metalarbejderforbund, Fjordbyerne 15573112","Erhvervsorganisationer",2,4
"2634","Dansk Metalarbejderforbund, Thy-Mors 26078911","Erhvervsliv",1,1
"2635","Dansk Metalarbejderforbund, Thy-Mors 26078911","Industri",1,2
"2636","Dansk Metalarbejderforbund, Thy-Mors 26078911","Stat",2,1
"2637","Dansk Metalarbejderforbund, Thy-Mors 26078911","Politik",2,2
"2638","Dansk Metalarbejderforbund, Thy-Mors 26078911","Interesseorganisationer",2,3
"2639","Dansk Metalarbejderforbund, Thy-Mors 26078911","Erhvervsorganisationer",2,4
"2640","Dansk Metal Skjern-Ringkøbing Afdeling 13714916","Erhvervsliv",1,1
"2641","Dansk Metal Skjern-Ringkøbing Afdeling 13714916","Industri",1,2
"2642","Dansk Metal Skjern-Ringkøbing Afdeling 13714916","Stat",2,1
"2643","Dansk Metal Skjern-Ringkøbing Afdeling 13714916","Politik",2,2
"2644","Dansk Metal Skjern-Ringkøbing Afdeling 13714916","Interesseorganisationer",2,3
"2645","Dansk Metal Skjern-Ringkøbing Afdeling 13714916","Erhvervsorganisationer",2,4
"2646","Dansk Metal Kolding-Vejen-Vojens 15915919","Erhvervsliv",1,1
"2647","Dansk Metal Kolding-Vejen-Vojens 15915919","Industri",1,2
"2648","Dansk Metal Kolding-Vejen-Vojens 15915919","Stat",2,1
"2649","Dansk Metal Kolding-Vejen-Vojens 15915919","Politik",2,2
"2650","Dansk Metal Kolding-Vejen-Vojens 15915919","Interesseorganisationer",2,3
"2651","Dansk Metal Kolding-Vejen-Vojens 15915919","Erhvervsorganisationer",2,4
"2652","Dansk Metalarbejderforbund, Metal Vest 16616613","Erhvervsliv",1,1
"2653","Dansk Metalarbejderforbund, Metal Vest 16616613","Industri",1,2
"2654","Dansk Metalarbejderforbund, Metal Vest 16616613","Stat",2,1
"2655","Dansk Metalarbejderforbund, Metal Vest 16616613","Politik",2,2
"2656","Dansk Metalarbejderforbund, Metal Vest 16616613","Interesseorganisationer",2,3
"2657","Dansk Metalarbejderforbund, Metal Vest 16616613","Erhvervsorganisationer",2,4
"2658","Dansk Metal Sønderjylland 15718315","Stat",1,1
"2659","Dansk Metal Sønderjylland 15718315","Politik",1,2
"2660","Dansk Metal Sønderjylland 15718315","Interesseorganisationer",1,3
"2661","Dansk Metal Sønderjylland 15718315","Fagbevægelse",1,4
"2662","Dansk Metal Storstrøm 10560411","Erhvervsliv",1,1
"2663","Dansk Metal Storstrøm 10560411","Industri",1,2
"2664","Dansk Metal Storstrøm 10560411","Stat",2,1
"2665","Dansk Metal Storstrøm 10560411","Politik",2,2
"2666","Dansk Metal Storstrøm 10560411","Interesseorganisationer",2,3
"2667","Dansk Metal Storstrøm 10560411","Erhvervsorganisationer",2,4
"2668","FOA - Fag og arbejde Nordsjælland Afdeling 23492210","Stat",1,1
"2669","FOA - Fag og arbejde Nordsjælland Afdeling 23492210","Politik",1,2
"2670","FOA - Fag og arbejde Nordsjælland Afdeling 23492210","Interesseorganisationer",1,3
"2671","FOA - Fag og arbejde Nordsjælland Afdeling 23492210","Fagbevægelse",1,4
"2672","DANSK MUSIKER FORBUND Randers 25696611","Ideologi",1,1
"2673","DANSK MUSIKER FORBUND Randers 25696611","Kultur",1,2
"2674","DANSK MUSIKER FORBUND Randers 25696611","Musik",1,3
"2675","DANSK MUSIKER FORBUND Randers 25696611","Stat",2,1
"2676","DANSK MUSIKER FORBUND Randers 25696611","Politik",2,2
"2677","DANSK MUSIKER FORBUND Randers 25696611","Interesseorganisationer",2,3
"2678","DANSK MUSIKER FORBUND Randers 25696611","Fagbevægelse",2,4
"2679","CENTRALFORENINGEN FOR STAMPERSONELI SØVÆRNET (Pensionsfond) 74036112","Erhvervsliv",1,1
"2680","CENTRALFORENINGEN FOR STAMPERSONELI SØVÆRNET (Pensionsfond) 74036112","Finans",1,2
"2681","CENTRALFORENINGEN FOR STAMPERSONELI SØVÆRNET (Pensionsfond) 74036112","Pension",1,3
"2682","Djøf Offentligs Forhandlingsfond (Bestyrelse) 11639283","Erhvervsliv",1,1
"2683","Djøf Offentligs Forhandlingsfond (Bestyrelse) 11639283","Fonde",1,2
"2684","Djøf Offentligs Forhandlingsfond (Bestyrelse) 11639283","Stat",2,1
"2685","Djøf Offentligs Forhandlingsfond (Bestyrelse) 11639283","Politik",2,2
"2686","Djøf Offentligs Forhandlingsfond (Bestyrelse) 11639283","Interesseorganisationer",2,3
"2687","Djøf Offentligs Forhandlingsfond (Bestyrelse) 11639283","Fagbevægelse",2,4
"2688","DANSK METALARBEJDERFORBUND, SKANDERBORG AFD. 20687614","Erhvervsliv",1,1
"2689","DANSK METALARBEJDERFORBUND, SKANDERBORG AFD. 20687614","Industri",1,2
"2690","DANSK METALARBEJDERFORBUND, SKANDERBORG AFD. 20687614","Stat",2,1
"2691","DANSK METALARBEJDERFORBUND, SKANDERBORG AFD. 20687614","Politik",2,2
"2692","DANSK METALARBEJDERFORBUND, SKANDERBORG AFD. 20687614","Interesseorganisationer",2,3
"2693","DANSK METALARBEJDERFORBUND, SKANDERBORG AFD. 20687614","Erhvervsorganisationer",2,4
